SampleClass,AgencyCode,StationNumber,RiverSubBasinCode,StationType,StationNameDescription,StationComment,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCodeDescription,TotalSampleCount,EarliestSample,PriorTo1970,During1970_79,During1980_89,During1990_99,During2000_2009,During2010_2019,TWO_THOUSAND_TWENTIES,MostRecentSampleDate,Inorganics_ions_physicals_nutrients_bacteria,Metals,Pesticides,Organics_No_Pesticides,AGG_ID,Elevation,Slope,LC_1km,LC_5km
A,211,AB05AA1270,05AA,0 (RIVER OR STREAM),GOLD CREEK U/S OF HWY 3 BRIDGE,"gps updated so on the creek, reflects historical/current sampling locations-2021",49.60033,-114.40202,0 (WATER),9,13-Sep-01,0,0,0,0,1,0,8,25-Jul-22,8,9,0,4,4830,1292.363892,5.310206413,8,8
A,211,AB05AA1595,05AA,0 (RIVER OR STREAM),OLDMAN RIVER NEAR BROCKET-TRANSECT,,49.55748,-113.82139,0 (WATER),531,15-Jul-80,0,0,42,103,159,169,58,16-Sep-24,490,223,116,6,4830,1038.801025,0.36166653,8,8
A,211,AB05AB0100,05AB,0 (RIVER OR STREAM),BEAVER CREEK WEST OF PEIGAN INDIAN RESERVE,,49.63928,-113.79517,0 (WATER),156,31-Mar-82,0,0,13,28,32,44,39,16-Sep-24,149,87,23,0,4830,1092.840088,1.027666211,8,8
A,211,AB05AB0260,05AB,0 (RIVER OR STREAM),WILLOW CREEK AT SEC HWY 811,,49.75255,-113.40351,0 (WATER),396,10-Apr-84,0,0,10,96,136,115,39,24-Sep-24,376,136,39,0,4830,930.1911011,2.844059706,8,12
A,211,AB05AC0160,05AC,0 (RIVER OR STREAM),MOSQUITO CREEK AT HWY 529 EAST OF PARKLAND,,50.252,-113.55347,0 (WATER),617,26-Mar-82,0,0,9,236,251,82,39,12-Sep-24,572,139,18,4,4830,984.7982788,0.530075252,12,12
A,211,AB05AC0175,05AC,0 (RIVER OR STREAM),LITTLE BOW RIVER D/S OF TWIN VALLEY RESERVOIR,,50.22533,-113.39758,0 (WATER),261,22-Mar-99,0,0,0,10,97,97,57,12-Sep-24,256,113,2,2,4830,943.9644165,2.929008245,8,12
A,211,AB05AC0380,05AC,1 (LAKE),CLEAR LAKE COMPOSITE,,50.15,-113.41667,0 (WATER),55,26-Apr-83,0,0,2,0,49,0,4,27-Sep-22,54,48,0,0,4830,961.8688965,0.00053616,8,12
A,211,AB05AC0390,05AC,1 (LAKE),CLEAR LAKE PROFILE,,50.15,-113.41667,0 (WATER),340,26-Apr-83,0,0,5,0,296,0,39,27-Sep-22,287,8,0,0,4830,961.8688965,0.00053616,8,12
A,211,AB05AC1050,05AC,0 (RIVER OR STREAM),FRANK LAKE AT BASIN 3 OUTLET AT 594 AVE,,50.51378,-113.69097,0 (WATER),193,11-Jun-96,0,0,0,45,90,58,0,18-Jul-18,191,26,0,0,4830,1004.356323,0.374674737,12,12
A,211,AB05AD0070,05AD,0 (RIVER OR STREAM),BELLY RIVER JUST U/S OF THE CONFLUENCE WITH THE WATERTON RIVER-BR3,,49.47882,-113.30135,0 (WATER),119,05-Sep-89,0,0,1,3,0,58,57,23-Sep-24,113,109,0,0,4830,980.2529907,1.081493616,8,12
A,211,AB05AD0190,05AD,0 (RIVER OR STREAM),WATERTON RIVER ADJACENT TO SEC HWY 810 BRIDGE-WR2,,49.43028,-113.49583,0 (WATER),106,05-Sep-89,0,0,1,3,0,45,57,23-Sep-24,101,97,0,0,4830,1041.878418,4.099010468,8,12
A,211,AB05AD0240,05AD,0 (RIVER OR STREAM),BELLY RIVER NEAR CONFLUENCE WITH OLDMAN RIVER,,49.7275,-113.17806,0 (WATER),336,11-Dec-74,0,8,18,58,54,141,57,23-Sep-24,317,128,15,0,4830,898.3754883,4.490865707,12,12
A,211,AB05AE0090,05AE,1 (LAKE),POLICE OUTPOST LAKE COMPOSITE,,49.00962,-113.45541,0 (WATER),30,28-Jul-91,0,0,0,26,0,4,0,16-Sep-19,29,1,0,0,4830,1380.800293,0.011933786,8,4
A,211,AB05AE0100,05AE,1 (LAKE),POLICE OUTPOST LAKE PROFILE,,49.00962,-113.45541,0 (WATER),97,06-Aug-91,0,0,0,45,6,46,0,16-Sep-19,89,0,0,0,4830,1380.800293,0.011933786,8,4
A,211,AB05BG0090,05BG,0 (RIVER OR STREAM),GHOST RIVER ABOVE CONFLUENCE WITH WAIPAROUS CREEK,,51.28261,-114.83739,0 (WATER),133,20-Apr-12,0,0,0,0,0,81,52,04-Sep-24,130,94,0,0,4830,1258.355103,5.491668701,9,9
A,211,AB05BG0100,05BG,0 (RIVER OR STREAM),WAIPAROUS CREEK ABOVE CONFLUENCE WITH GHOST RIVER,near Waiparous Village,51.28283,-114.83731,0 (WATER),133,20-Apr-12,0,0,0,0,0,81,52,04-Sep-24,130,94,0,0,4830,1258.355103,5.491668701,9,9
A,211,AB05BH0010,05BH,0 (RIVER OR STREAM),BOW RIVER AT COCHRANE,LONG TERM ORGANIC SITE,51.18306,-114.48708,0 (WATER),564,11-Mar-87,0,0,45,170,134,157,58,04-Sep-24,491,308,184,22,4830,1120.670044,1.814611316,8,8
A,211,AB05BH0040,05BH,0 (RIVER OR STREAM),JUMPINGPOUND CREEK NEAR MOUTH,,51.18386,-114.49894,0 (WATER),128,21-Jul-93,0,0,0,32,0,44,52,04-Sep-24,115,87,0,0,4830,1126.768921,2.931699038,8,8
A,211,AB05BH0370,05BH,0 (RIVER OR STREAM),NOSE CREEK NEAR THE MOUTH-MEMORIAL DRIVE,,51.04725,-114.01958,0 (WATER),416,09-Apr-80,0,0,113,30,176,45,52,04-Sep-24,384,101,29,3,4830,1039.732056,1.713881373,13,13
A,211,AB05BJ0450,05BJ,0 (RIVER OR STREAM),ELBOW RIVER AT 9TH AVE BRIDGE,,51.04483,-114.04194,0 (WATER),549,07-Feb-74,0,13,39,115,169,155,58,04-Sep-24,504,227,153,40,4830,1040.355713,0.6929245,13,13
A,211,AB05BK0070,05BK,0 (RIVER OR STREAM),FISH CREEK #8 NEAR THE MOUTH NE 1/4-25-22-1-W5,FISH CREEK SURVEY,50.90524,-114.01095,0 (WATER),152,24-Apr-75,0,8,10,14,23,45,52,04-Sep-24,142,100,0,0,4830,996.562561,0.661587059,8,13
A,211,AB05BL0210,05BL,0 (RIVER OR STREAM),HIGHWOOD RIVER D/S OF HIGH RIVER AT BEND IN BACK ROAD TO HIGH RIVER,SYNOPTIC D.O. SITE,50.60126,-113.85801,0 (WATER),100,13-Jul-90,0,0,0,3,0,45,52,05-Sep-24,94,94,0,0,4830,1030.83728,1.431239724,12,12
A,211,AB05BL0470,05BL,0 (RIVER OR STREAM),SHEEP RIVER 1.6 KM D/S OF HWY 2,,50.71595,-113.86003,0 (WATER),275,12-Jan-70,0,69,29,1,14,110,52,04-Sep-24,258,109,3,10,4830,1006.582642,0.844795227,8,12
A,211,AB05BL0490,05BL,0 (RIVER OR STREAM),HIGHWOOD RIVER AT HWY 552,REACH #5,50.78231,-113.82586,0 (WATER),201,23-Aug-83,0,0,53,31,20,45,52,05-Sep-24,184,107,0,0,4830,964.1889648,7.267912865,8,12
A,211,AB05BL1440,05BL,0 (RIVER OR STREAM),SHEEP RIVER APPROXIMATELY 1.0  KM D/S WSC GAUGE,1.2 km NE from Junction of 402 Ave West and 160 St. West,50.69683,-114.23583,0 (WATER),173,30-Apr-01,0,0,0,0,12,109,52,04-Sep-24,168,118,6,22,4830,1164.171631,2.187244892,8,10
A,211,AB05BM0145,05BM,0 (RIVER OR STREAM),PINE CREEK NEAR THE MOUTH,at 24 St E,50.84501,-113.96185,0 (WATER),97,12-Apr-16,0,0,0,0,0,45,52,04-Sep-24,88,88,0,0,4830,982.5825806,0.520932436,8,9
A,211,AB05CA0015,05CA,0 (RIVER OR STREAM),FALLEN TIMBER CREEK NEAR MOUTH,,51.73667,-114.65444,0 (WATER),68,15-May-97,0,0,0,6,0,31,31,04-Sep-24,66,63,0,0,4830,1115.195801,0.968437791,8,8
A,211,AB05CA0045,05CA,0 (RIVER OR STREAM),BEARBERRY CREEK NEAR SUNDRE (NEAR WIER) REMOTE LOGGER SITE,,51.80198,-114.66324,0 (WATER),62,11-Apr-16,0,0,0,0,0,31,31,04-Sep-24,60,60,0,0,4830,1105.551392,0.151217431,8,8
A,211,AB05CA0050,05CA,0 (RIVER OR STREAM),RED DEER RIVER AT SUNDRE,,51.79583,-114.635,0 (WATER),176,29-Jan-63,1,13,0,10,1,94,57,04-Sep-24,172,150,36,9,4830,1094.240356,0.29720214,8,8
A,211,AB07AA0005,07AA,0 (RIVER OR STREAM),SUNWAPTA RIVER AT WSC GAUGE 0.1 KM D/S OF SUNWAPTA LAKE,,52.217,-117.2342,0 (WATER),37,11-May-16,0,0,0,0,0,18,19,11-Sep-24,35,35,0,0,4830,1945.055298,5.338360786,5,5
A,211,AB07AA0007,07AA,0 (RIVER OR STREAM),MIETTE RIVER AT WSC GAUGE AT HWY 16,4.5km u/s of the confluence with the Athabasca River,52.864,-118.10589,0 (WATER),73,11-May-16,0,0,0,0,0,31,42,11-Sep-24,71,70,0,0,4830,1040,5.445439816,9,9
A,211,AB11AA0270,11AA,0 (RIVER OR STREAM),"NORTH MILK RIVER NEAR INTERNATIONAL BOUNDARY, AT HWY 501",,49.02673,-112.96927,0 (WATER),129,28-Jun-06,0,0,0,0,50,41,38,17-Oct-24,124,67,0,0,4830,1255.405762,2.214713573,8,8
A,211,AB05CA0090,05CA,0 (RIVER OR STREAM),JAMES RIVER NEAR JAMES RIVER BRIDGE,,51.92645,-114.68533,0 (WATER),72,30-Jan-74,0,4,0,6,0,31,31,04-Sep-24,70,63,0,0,4850,1073.328979,0.349916279,8,9
A,211,AB05CA0100,05CA,1 (LAKE),BURNSTICK LAKE COMPOSITE,,51.98977,-114.87961,0 (WATER),63,01-Aug-91,0,0,0,36,4,15,8,25-Sep-23,63,2,0,0,4850,1185.817505,0.051134102,9,8
A,211,AB05CA0110,05CA,1 (LAKE),BURNSTICK LAKE PROFILE,,51.98977,-114.87961,0 (WATER),854,01-Aug-91,0,0,0,98,60,425,271,25-Sep-23,853,2,0,0,4850,1185.817505,0.051134102,9,8
A,211,AB05CB0070,05CB,0 (RIVER OR STREAM),RAVEN RIVER AT RAVEN,,52.08902,-114.47761,0 (WATER),102,30-Jan-74,0,12,2,0,0,45,43,04-Sep-24,99,86,0,0,4850,965.9175415,0.592109323,12,12
A,211,AB05CB0201,05CB,1 (LAKE),BEAVER LAKE (NEAR SUNDRE) PROFILE,"in Clearwater county, off range road 63, south of Caroline",52.00589,-114.79132,0 (WATER),73,21-Jun-23,0,0,0,0,0,0,73,12-Sep-23,69,2,0,0,4850,1163.421875,0.347628921,8,8
A,211,AB05CB0202,05CB,1 (LAKE),BEAVER LAKE (NEAR SUNDRE) COMPOSITE,"in Clearwater county, off range road 63, south of Caroline",52.00589,-114.79132,0 (WATER),4,21-Jun-23,0,0,0,0,0,0,4,12-Sep-23,4,0,0,0,4850,1163.421875,0.347628921,8,8
A,211,AB05CB0270,05CB,0 (RIVER OR STREAM),LITTLE RED DEER RIVER WEST OF INNISFAIL,,52.02799,-114.14036,0 (WATER),249,05-Feb-74,0,11,24,50,54,67,43,04-Sep-24,244,91,58,0,4850,908.1798706,2.444368601,12,12
A,211,AB05CC0010,05CC,0 (RIVER OR STREAM),RED DEER RIVER 1 KM U/S HWY 2 BRIDGE,at Fort Normandeau,52.26722,-113.86361,0 (WATER),661,14-Jan-76,0,30,111,173,133,157,57,04-Sep-24,573,369,181,35,4850,864.8457031,1.969523072,9,12
A,211,AB05CC0100,05CC,0 (RIVER OR STREAM),MEDICINE RIVER AT HWY 54,,52.08635,-114.12296,0 (WATER),243,30-Jan-74,0,12,29,42,53,64,43,04-Sep-24,238,92,55,0,4850,899.2254028,2.05106473,12,12
A,211,AB05CC0225,05CC,0 (RIVER OR STREAM),WASKASOO CREEK NEAR CONFLUENCE WITH RED DEER RIVER,north of 50 street and west of 45 ave,52.27096,-113.8022,0 (WATER),88,11-Apr-16,0,0,0,0,0,45,43,04-Sep-24,82,82,0,0,4850,855.1530151,0.258586854,13,13
A,211,AB05CC0460,05CC,0 (RIVER OR STREAM),"BLINDMAN RIVER NEAR THE MOUTH, AT HWY 2A BRIDGE SOUTH OF BLACKFALDS",,52.35664,-113.79567,0 (WATER),157,11-Aug-87,0,0,1,10,37,66,43,04-Sep-24,154,95,31,1,4850,844.72229,0.386448085,11,12
A,211,AB05CC0600,05CC,1 (LAKE),GULL LAKE COMPOSITE,,52.53333,-113.98333,0 (WATER),99,31-May-83,0,0,24,38,10,23,4,21-Sep-21,93,4,1,0,4850,899.3026733,0.00788225,,12
A,211,AB05CC0620,05CC,1 (LAKE),GULL LAKE CENTRE PROFILE SITE 2,DIVERSION IMPACT STUDY,52.53472,-113.98528,0 (WATER),1081,13-Sep-77,0,322,188,85,140,285,61,21-Sep-21,810,3,0,0,4850,899.2889404,0.007699266,,12
A,211,AB05CC0650,05CC,1 (LAKE),SYLVAN LAKE PROFILE AT GREATEST DEPTH,,52.35882,-114.152,0 (WATER),1807,16-Aug-83,0,0,198,338,510,631,130,20-Oct-22,1768,4,0,0,4850,937.6647949,0.013061612,10,12
A,211,AB05CC0700,05CC,1 (LAKE),SYLVAN LAKE COMPOSITE,,52.35882,-114.152,0 (WATER),128,22-Feb-83,0,0,40,36,21,27,4,20-Oct-22,116,5,2,0,4850,937.6647949,0.013061612,10,12
A,211,AB05CC1515,05CC,1 (LAKE),MEDICINE LAKE COMPOSITE,whole lake composite,52.73582,-114.73737,0 (WATER),5,14-Jun-18,0,0,0,0,0,5,0,03-Oct-18,5,0,0,0,4850,981.0853271,0.00598586,9,9
A,211,AB05CC1520,05CC,1 (LAKE),MEDICINE LAKE PROFILE,sample collected in the South basin,52.73582,-114.73737,0 (WATER),75,14-Jun-18,0,0,0,0,0,75,0,03-Oct-18,75,0,0,0,4850,981.0853271,0.00598586,9,9
A,211,AB05CC2140,05CC,1 (LAKE),BLACKFALDS LAKE COMPOSITE,,52.38833,-113.72139,0 (WATER),10,28-Jun-08,0,0,0,0,5,5,0,20-Sep-18,8,0,0,0,4850,840.0541382,1.063135862,12,12
A,211,AB05CC2145,05CC,1 (LAKE),BLACKFALDS LAKE PROFILE,,52.38833,-113.72139,0 (WATER),32,28-Jun-08,0,0,0,0,14,18,0,20-Sep-18,32,0,0,0,4850,840.0541382,1.063135862,12,12
A,211,AB05CD0250,05CD,0 (RIVER OR STREAM),RED DEER RIVER AT NEVIS BRIDGE - TRANSECT,,52.30548,-113.07658,0 (WATER),434,20-Feb-59,24,13,22,65,131,122,57,04-Sep-24,410,221,109,45,4850,748.2609253,3.251692772,8,12
A,211,AB05CD1070,05CD,1 (LAKE),ALIX LAKE CENTRE COMPOSITE,,52.39048,-113.19853,0 (WATER),68,20-May-92,0,0,0,31,16,13,8,26-Sep-23,68,2,0,0,4850,790.2304077,0.185227841,12,12
A,211,AB05CD1080,05CD,1 (LAKE),ALIX LAKE PROFILE,,52.39048,-113.19853,0 (WATER),433,20-May-92,0,0,0,195,102,92,44,26-Sep-23,314,4,0,0,4850,790.2304077,0.185227841,12,12
A,211,AB05CE0890,05CE,1 (LAKE),PINE LAKE SOUTH END PROFILE SITE 1,,52.06833,-113.40972,0 (WATER),226,13-Aug-70,0,169,0,0,0,0,57,11-Sep-21,97,0,0,0,4850,890.1182861,0.849203408,8,9
A,211,AB05CE0900,05CE,1 (LAKE),PINE LAKE SOUTH SIDE PROFILE,,52.07968,-113.43966,0 (WATER),2393,12-Jul-84,0,0,146,1175,634,354,84,11-Sep-21,2180,10,0,0,4850,891.2649536,0.012834998,8,8
A,211,AB05CE0920,05CE,1 (LAKE),PINE LAKE COMPOSITE,,52.10333,-113.45417,0 (WATER),56,11-Aug-83,0,0,1,1,30,20,4,11-Sep-21,53,8,0,0,4850,891.1338501,0.097981051,8,8
A,211,AB05CE0960,05CE,1 (LAKE),PINE LAKE NORTH PROFILE SITE 3,,52.10333,-113.45417,0 (WATER),206,15-Aug-76,0,145,0,0,0,0,61,11-Sep-21,101,0,0,0,4850,891.1338501,0.097981051,8,8
A,211,AB05DA0010,05DA,0 (RIVER OR STREAM),NORTH SASKATCHEWAN RIVER AT WSC GAUGE (AT WHIRLPOOL POINT),renamed from: AT WHIRLPOOL POINT,52.00167,-116.47306,0 (WATER),99,06-May-85,0,0,15,0,4,21,59,14-Dec-23,87,86,8,5,4850,1345.765015,0.853013396,8,8
A,211,AB05DA0015,05DA,0 (RIVER OR STREAM),CLINE RIVER AT HWY 11,,52.17111,-116.48028,0 (WATER),32,08-Jun-11,0,0,0,0,0,5,27,25-Oct-23,32,32,1,0,4850,1320.257202,4.071202755,9,9
A,211,AB05DA0025,05DA,0 (RIVER OR STREAM),SIFFLEUR RIVER 1.5 KM U/S OF CONFLUENCE WITH NORTH SASKATCHEWAN RIVER,at footbridge on Siffleur Falls Trail,52.05167,-116.39306,0 (WATER),56,08-Jun-11,0,0,0,0,0,13,43,25-Oct-23,52,52,1,0,4850,1337.332764,4.522583008,8,9
A,211,AB05DB0010,05DB,0 (RIVER OR STREAM),CLEARWATER RIVER AT ROCKY MOUNTAIN HOUSE,,52.34444,-114.93611,0 (WATER),89,06-May-85,0,0,8,0,3,18,60,13-Dec-23,85,84,4,0,4850,967.4539185,2.230130196,12,11
A,211,AB05DB0015,05DB,0 (RIVER OR STREAM),CLEARWATER RIVER AT WSC GAUGE 20 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER,,52.2525,-114.85639,0 (WATER),6,20-Sep-18,0,0,0,0,0,6,0,02-Apr-19,6,4,0,0,4850,982.7224731,5.012198448,12,9
A,211,AB05DB0016,05DB,0 (RIVER OR STREAM),TAY RIVER DOWNSTREAM HWY 591,,52.04411,-115.09431,0 (WATER),2,23-Sep-20,0,0,0,0,0,0,2,23-Sep-20,2,2,0,2,4850,1182.103149,0.922805607,9,9
A,211,AB05DB0017,05DB,0 (RIVER OR STREAM),TAY RIVER DOWNSTREAM OF PIPELINE CROSSING,,52.04745,-115.25993,0 (WATER),1,23-Sep-20,0,0,0,0,0,0,1,23-Sep-20,1,1,0,1,4850,1266.028931,0.839382768,8,8
A,211,AB05DB0018,05DB,0 (RIVER OR STREAM),TAY RIVER UPSTREAM OF HWY 752,,52.09697,-115.48647,0 (WATER),1,23-Sep-20,0,0,0,0,0,0,1,23-Sep-20,1,1,0,1,4850,1497.282959,2.59086442,9,9
A,211,AB05DB0019,05DB,0 (RIVER OR STREAM),UNNAMED TRIBUTARY TO TAY RIVER DOWNSTREAM OF PIPELINE (WDIB19646),,52.0405,-115.25644,0 (WATER),1,23-Sep-20,0,0,0,0,0,0,1,23-Sep-20,1,1,0,1,4850,1278.966797,1.753249884,8,8
A,211,AB05DB0140,05DB,1 (LAKE),SWAN LAKE (WEST OF CAROLINE) COMPOSITE,,52.11806,-115.17139,0 (WATER),8,06-Jun-91,0,0,0,4,0,0,4,15-Sep-20,8,4,0,0,4850,1210.806274,0.014447226,9,9
A,211,AB05DB0150,05DB,1 (LAKE),SWAN LAKE (WEST OF CAROLINE) PROFILE,,52.11806,-115.17139,0 (WATER),145,06-Jun-91,0,0,0,58,0,0,87,15-Sep-20,129,2,0,0,4850,1210.806274,0.014447226,9,9
A,211,AB05DC0010,05DC,0 (RIVER OR STREAM),NORTH SASKATCHEWAN RIVER BELOW BIGHORN RESERVOIR (LAKE ABRAHAM),,52.31861,-116.3025,0 (WATER),51,28-Nov-72,0,26,14,0,4,7,0,15-Oct-19,45,17,7,6,4850,1234.056152,1.520174623,9,9
A,211,AB05DC0021,05DC,0 (RIVER OR STREAM),BIGHORN RIVER 5 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER,,52.36861,-116.29889,0 (WATER),59,18-Sep-18,0,0,0,0,0,15,44,25-Oct-23,55,53,0,0,4850,1289.550903,8.337956429,9,9
A,211,AB05DC0025,05DC,0 (RIVER OR STREAM),NORTH SASKATCHEWAN RIVER AT SAUNDERS CAMPGROUND - TRANSECT,,52.45381,-115.75947,0 (WATER),120,05-Mar-08,0,0,0,0,4,59,57,18-Sep-24,116,115,43,7,4850,1124.740723,1.479706287,8,9
A,211,AB05DC0040,05DC,0 (RIVER OR STREAM),RAM RIVER AT AEP GAUGE 2 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER,renamed from: ABOVE CONFLUENCE WITH NORTH SASKATCHEWAN RIVER,52.36833,-115.42028,0 (WATER),105,06-May-85,0,0,8,0,3,34,60,13-Dec-23,101,97,8,4,4850,1055.168457,6.556444168,9,9
A,211,AB05DC0050,05DC,0 (RIVER OR STREAM),NORTH SASKATCHEWAN RIVER 1 KM U/S CLEARWATER RIVER,formerly 3 km above Rocky,52.34808,-114.98176,0 (WATER),240,08-Sep-83,0,0,17,1,13,152,57,18-Sep-24,223,189,97,34,4850,964.1829834,3.627049446,8,9
A,211,AB05DC0051,05DC,0 (RIVER OR STREAM),NORTH SASKATCHEWAN RIVER U/S ROCKY MOUNTAIN HOUSE AT #598 (HWY 11A) - TRANSECT,,52.37656,-114.94025,0 (WATER),111,16-Jun-83,0,0,6,0,64,41,0,14-Oct-19,77,48,27,14,4850,954.222168,0.410664231,10,11
A,211,AB05DC0070,05DC,0 (RIVER OR STREAM),BAPTISTE RIVER AT AEP GAUGE 1.2 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER,"renamed from: 0.6 km u/s-Hwy11, 32km N on Hwy 756/Buster Crk Rd to brdg crossing",52.66389,-115.07611,0 (WATER),131,06-May-85,0,0,8,28,3,33,59,13-Dec-23,113,96,8,4,4850,881.742981,0.459929317,9,9
A,211,AB05DC0080,05DC,0 (RIVER OR STREAM),NORTH SASKATCHEWAN RIVER 1 KM ABOVE BRAZEAU RIVER,,52.9075,-115.21778,0 (WATER),20,06-May-85,0,0,12,0,4,4,0,14-Oct-19,15,14,6,4,4850,817.9766846,6.691541672,9,9
A,211,AB05DC0130,05DC,1 (LAKE),CRIMSON LAKE COMPOSITE,,52.46111,-115.04444,0 (WATER),88,03-Jul-84,0,0,23,20,32,9,4,29-Sep-21,87,3,0,0,4850,963.5914917,0.171823755,9,9
A,211,AB05DC0140,05DC,1 (LAKE),CRIMSON LAKE PROFILE SITE 1 - AT CENTRE,,52.46111,-115.04444,0 (WATER),421,03-Jun-77,0,78,63,51,77,89,63,29-Sep-21,337,2,0,0,4850,963.5914917,0.171823755,9,9
A,211,AB05DC0600,05DC,1 (LAKE),SHUNDA (FISH) LAKE PROFILE,,52.45032,-116.14937,0 (WATER),48,09-Jun-22,0,0,0,0,0,0,48,06-Sep-22,44,2,0,0,4850,1362.752808,0.00121274,9,9
A,211,AB05DC0605,05DC,1 (LAKE),SHUNDA (FISH) LAKE COMPOSITE,,52.45032,-116.14937,0 (WATER),4,09-Jun-22,0,0,0,0,0,0,4,06-Sep-22,4,0,0,0,4850,1362.752808,0.00121274,9,9
A,211,AB05DC0615,05DC,1 (LAKE),GOLDEYE LAKE PROFILE,,52.44928,-116.19182,0 (WATER),107,08-Jun-22,0,0,0,0,0,0,107,07-Sep-22,103,2,0,0,4850,1374.001709,0.145906806,9,9
A,211,AB05DC0620,05DC,1 (LAKE),GOLDEYE LAKE COMPOSITE,,52.44928,-116.19182,0 (WATER),4,08-Jun-22,0,0,0,0,0,0,4,07-Sep-22,4,0,0,0,4850,1374.001709,0.145906806,9,9
A,211,AB05DD0030,05DD,0 (RIVER OR STREAM),BRAZEAU RIVER AT BRAZEAU DAM DISCHARGE,,52.9125,-115.35556,0 (WATER),151,13-Mar-62,17,41,0,0,9,25,59,13-Dec-23,145,84,7,4,4850,901.1685791,17.25786209,9,9
A,211,AB05DD0200,05DD,0 (RIVER OR STREAM),NORDEGG RIVER AT WSC GAUGE 36 KM U/S CONFLUENCE WITH BRAZEAU RIVER,"renamed from: AT SUNCHILD RD, 19KM S OF BRAZEAU RES BRIDGE, BRIDGE CROSSING",52.81917,-115.51306,0 (WATER),143,14-Apr-98,0,0,0,30,29,25,59,13-Dec-23,114,78,4,0,4850,925.3668823,2.678363085,9,9
A,211,AB05DE0005,05DE,0 (RIVER OR STREAM),NORTH SASKATCHEWAN RIVER 10.5 KM D/S CONFLUENCE WITH BRAZEAU RIVER,,53.00274,-115.2095,0 (WATER),1,14-Oct-19,0,0,0,0,0,1,0,14-Oct-19,1,1,0,0,4850,798.2155151,2.735584259,9,10
A,211,AB05DE0015,05DE,0 (RIVER OR STREAM),ROSE CREEK 1.3 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER,,53.05222,-115.05083,0 (WATER),98,25-Sep-18,0,0,0,0,0,47,51,17-Oct-23,93,62,0,0,4850,775.7210083,1.993286729,9,10
A,211,AB05DE0020,05DE,0 (RIVER OR STREAM),NORTH SASKATCHEWAN RIVER AT DRAYTON VALLEY BRIDGE - TRANSECT,,53.20583,-114.92972,0 (WATER),133,29-Sep-60,22,32,27,2,4,46,0,07-Oct-19,102,25,7,6,4850,738.2704468,3.4566257,8,10
A,211,AB05DE0095,05DE,0 (RIVER OR STREAM),NORTH SASKATCHEWAN RIVER AT GENESEE BRIDGE ON HWY 770 - TRANSECT,,53.38083,-114.27778,0 (WATER),157,09-Dec-75,0,7,45,2,42,61,0,07-Oct-19,119,29,7,7,4850,654.8901978,11.64931107,10,12
A,211,AB05DE0155,05DE,0 (RIVER OR STREAM),MODESTE CREEK AT AEP GAUGE 14 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER,,53.24778,-114.70639,0 (WATER),58,17-Sep-18,0,0,0,0,0,14,44,17-Oct-23,53,51,0,0,4850,739.3805542,0.838869512,10,10
A,211,AB05DE0590,05DE,1 (LAKE),WABAMUN LAKE EAST BASIN PROFILE,,53.53713,-114.56862,0 (WATER),3020,21-Jan-80,0,0,854,828,482,601,255,01-Sep-23,2342,54,4,0,4850,724.6637573,3.96E-05,,12
A,211,AB05DE0645,05DE,1 (LAKE),WABAMUN LAKE PROFILE AT THE GREATEST DEPTH,located between East and West basin,53.54583,-114.64472,0 (WATER),58,12-Jun-19,0,0,0,0,0,58,0,13-Sep-19,58,0,0,0,4850,724.6633911,3.09E-05,,12
A,211,AB05DE0650,05DE,1 (LAKE),WABAMUN LAKE MAIN BASIN COMPOSITE,,53.53713,-114.56862,0 (WATER),155,03-May-83,0,0,48,66,0,25,16,01-Sep-23,155,5,0,0,4850,724.6637573,3.96E-05,,12
A,211,AB05DE0660,05DE,1 (LAKE),JACKFISH LAKE (NEAR CARVEL) PROFILE,,53.47917,-114.25556,0 (WATER),1012,19-Feb-80,0,0,295,24,56,439,198,28-Sep-23,766,3,0,0,4850,729.5070801,0.000943436,10,12
A,211,AB05DE0670,05DE,1 (LAKE),JACKFISH LAKE (NEAR CARVEL) COMPOSITE,,53.47917,-114.25556,0 (WATER),86,14-Aug-78,0,1,30,9,3,30,13,28-Sep-23,79,4,0,0,4850,729.5070801,0.000943436,10,12
A,211,AB05DE0695,05DE,1 (LAKE),WABAMUN LAKE AT SUNSHINE BAY BOAT CLUB,,53.56075,-114.73022,0 (WATER),1,08-Jul-21,0,0,0,0,0,0,1,08-Jul-21,,,,,4850,724.6652222,0.000260011,10,10
A,211,AB05DE2000,05DE,0 (RIVER OR STREAM),TOMAHAWK CREEK 10 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER,"renamed from: NR MOUTH 6.8KM E OF SEC HWY 759 ON TWP RD 510, 1.7KM S ON RG RD 53",53.35194,-114.65972,0 (WATER),121,02-Apr-99,0,0,0,32,37,11,41,17-Oct-23,85,47,1,0,4850,722.1881104,0.508582652,12,12
