StationNumber,Latitude,Longitude,SampleDatetime,RiverSubBasinCode,100923 PH (FIELD) pH units,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,100925 TEMPERATURE WATER deg C,Year,Month,Elevation,Slope,LC_5km,NDVI,Temperature,Precipitation,RP_count
AB05AA0480,49.54628,-113.79454,2019-05-22 11:35:00,05AA,8.26,10.95,372.0,7.91,2019,5,1038.515015,1.410951257,8.0,0.227,9.6,93.7,0
AB05AA0440,49.48194,-113.96861,2019-05-22 09:35:00,05AA,8.26,11.65,338.0,4.98,2019,5,1164.126099,7.901593208,12.0,0.227,8.9,83.2,0
AB05BM0145,50.84501,-113.96185,2019-05-02 10:50:00,05BM,8.34,11.98,1000.0,5.8,2019,5,982.5825806,0.520932436,9.0,0.121,9.6,48.8,0
AB05DC0040,52.36833,-115.42028,2019-05-22 14:00:00,05DC,8.07,10.54,336.1,9.74,2019,5,1055.168457,6.556444168,9.0,0.232,8.5,56.8,0
AB05CB0070,52.08902,-114.47761,2019-05-06 11:45:00,05CB,8.44,12.5,487.0,3.98,2019,5,965.9175415,0.592109323,12.0,0.132,8.7,47.9,0
AB11AA0290,49.06717,-111.92243,2019-05-14 10:50:00,11AA,7.71,9.62,2672.0,17.17,2019,5,1005.892273,2.129700661,12.0,0.135,9.3,50.3,0
AB05CC0010,52.26722,-113.86361,2019-05-06 12:30:00,05CC,8.46,12.0,398.0,9.54,2019,5,864.8457031,1.969523072,12.0,0.132,9.8,25.6,12
AB05CD0375,51.65056,-112.90306,2019-05-08 09:20:00,05CD,8.54,10.81,452.0,9.15,2019,5,690.7446899,1.986792326,12.0,0.111,9.1,16.1,0
AB05CD0250,52.30548,-113.07658,2019-05-07 09:50:00,05CD,8.62,10.99,428.0,9.37,2019,5,748.2609253,3.251692772,12.0,0.132,9.7,37.7,0
AB05CA0050,51.79583,-114.635,2019-05-06 09:40:00,05CA,8.28,12.08,402.0,3.39,2019,5,1094.240356,0.29720214,8.0,0.135,7.3,42.9,10
AB05CJ0070,50.83861,-111.17667,2019-05-09 10:20:00,05CJ,8.19,10.33,605.0,13.76,2019,5,620.0371094,0.77273196,8.0,0.129,10.3,3.1,0
AB05EC0065,53.89667,-112.99556,2019-05-02 13:45:00,05EC,8.0,11.06,463.0,7.77,2019,5,597.2590942,1.01536572,9.0,0.117,10.5,49.0,0
AB05EC0065,53.89667,-112.99556,2019-05-09 15:35:00,05EC,8.3,10.96,478.3,12.74,2019,5,597.2590942,1.01536572,9.0,0.132,10.5,49.0,0
AB05DE0015,53.05222,-115.05083,2019-05-07 10:00:00,05DE,8.26,11.4,197.3,6.09,2019,5,775.7210083,1.993286729,10.0,0.132,9.1,43.7,0
AB05CE0100,51.41528,-112.62972,2019-05-08 12:30:00,05CE,8.56,11.4,1952.0,10.52,2019,5,676.1588135,0.660646439,12.0,0.111,10.7,2.1,0
AB05AH0020,50.02756,-110.63783,2019-05-09 07:10:00,05AH,8.2,9.69,1122.0,9.19,2019,5,658.3436279,1.809375167,8.0,0.129,11.3,18.6,0
AB05AH0050,50.02964,-110.64606,2019-05-09 07:40:00,05AH,8.12,9.62,1885.0,9.43,2019,5,658.0493164,0.251512021,8.0,0.129,11.3,18.6,0
AB05BL0470,50.71595,-113.86003,2019-05-02 08:55:00,05BL,8.38,12.11,471.0,4.83,2019,5,1006.582642,0.844795227,12.0,0.121,9.6,48.8,0
AB05BL1440,50.69683,-114.23583,2019-05-02 08:10:00,05BL,8.32,12.12,383.0,2.81,2019,5,1164.171631,2.187244892,10.0,0.121,8.0,49.2,0
AB07GJ0010,55.71556,-117.62194,2019-05-14 10:30:00,07GJ,8.21,10.46,204.0,10.06,2019,5,375.9607239,1.002419353,10.0,0.171,10.5,8.2,0
AB05AJ0060,50.04292,-110.72608,2019-05-08 13:50:00,05AJ,8.61,11.11,457.0,14.46,2019,5,656.0934448,1.23671627,8.0,0.129,11.3,18.6,47
AB05AK0990,50.10475,-110.69114,2019-05-09 08:20:00,05AK,8.53,9.89,467.0,12.26,2019,5,647.6986084,2.392420769,5.0,0.129,11.3,18.6,31
AB05AE0070,49.58889,-112.88056,2019-05-23 08:40:00,05AE,8.49,10.37,377.0,12.81,2019,5,846.6937256,1.446081042,8.0,0.172,10.3,58.7,0
AB05DF0020,53.31111,-114.05139,2019-05-01 11:40:00,05DF,8.2,11.02,623.2,7.94,2019,5,650.2253418,2.354493618,12.0,0.117,9.9,15.0,0
AB05DF0020,53.31111,-114.05139,2019-05-08 12:30:00,05DF,8.61,10.44,533.1,13.38,2019,5,650.2253418,2.354493618,12.0,0.132,9.9,15.0,0
AB05EA0025,53.83278,-113.28278,2019-05-02 14:20:00,05EA,7.79,9.74,499.4,8.02,2019,5,624.8803711,0.565884769,12.0,0.117,10.7,25.4,0
AB05EA0025,53.83278,-113.28278,2019-05-09 16:40:00,05EA,8.18,9.09,550.0,13.23,2019,5,624.8803711,0.565884769,12.0,0.132,10.7,25.4,0
AB05CE0680,51.53266,-112.88884,2019-05-08 10:20:00,05CE,8.6,11.13,1270.0,9.26,2019,5,688.8858032,0.83265537,12.0,0.111,10.7,2.1,0
AB05DE2000,53.35194,-114.65972,2019-05-07 12:00:00,05DE,8.18,10.35,323.9,8.6,2019,5,722.1881104,0.508582652,12.0,0.132,9.5,52.2,0
AB05BN0065,50.14928,-111.66558,2019-05-08 11:25:00,05BN,8.89,11.17,463.0,11.55,2019,5,722.8248901,0.478637516,8.0,0.111,10.1,11.8,0
AB05EE0530,53.65127,-110.34401,2019-05-02 10:15:00,05EE,8.1,10.97,670.8,6.66,2019,5,509.3190308,2.055208683,12.0,0.102,9.7,7.1,0
AB05EE0530,53.65127,-110.34401,2019-05-09 11:15:00,05EE,8.42,10.26,800.4,11.89,2019,5,509.3190308,2.055208683,12.0,0.114,9.7,7.1,0
AB05BG0100,51.28283,-114.83731,2019-05-01 08:45:00,05BG,8.11,12.64,346.0,0.28,2019,5,1258.355103,5.491668701,9.0,0.121,7.3,53.7,0
AB07GE0165,55.13667,-118.30833,2019-05-13 10:45:00,07GE,8.17,11.47,718.0,9.48,2019,5,487.345459,0.68732971,10.0,0.171,10.1,23.0,0
AB07GE0020,55.07194,-118.80472,2019-05-13 13:30:00,07GE,8.28,11.89,212.0,8.98,2019,5,521.3369751,0.863822103,10.0,0.171,10.0,28.8,0
AB05CC0225,52.27096,-113.8022,2019-05-06 11:50:00,05CC,8.3,13.38,1080.0,6.83,2019,5,855.1530151,0.258586854,13.0,0.132,9.8,25.6,7
AB05AD0190,49.43028,-113.49583,2019-05-15 11:15:00,05AD,8.27,11.23,289.0,14.21,2019,5,1041.878418,4.099010468,12.0,0.169,9.2,73.3,0
AB05DF0840,53.3,-113.97972,2019-05-01 11:00:00,05DF,7.91,10.48,618.3,6.67,2019,5,689.203064,0.644878209,12.0,0.117,9.9,15.0,0
AB05DF0840,53.3,-113.97972,2019-05-08 11:45:00,05DF,8.42,10.19,615.0,10.91,2019,5,689.203064,0.644878209,12.0,0.132,9.9,15.0,0
AB05BM0575,50.77917,-113.20361,2019-05-06 11:40:00,05BM,8.43,12.2,2204.0,9.51,2019,5,885.3132324,0.925302684,12.0,0.111,9.4,24.5,0
AB05DF0260,53.48361,-113.55444,2019-05-01 09:45:00,05DF,7.93,11.81,876.0,5.05,2019,5,626.4703369,1.999163032,13.0,0.117,11.6,16.7,22
AB05DF0260,53.48361,-113.55444,2019-05-08 08:10:00,05DF,8.41,11.34,953.4,7.79,2019,5,626.4703369,1.999163032,13.0,0.132,11.6,16.7,22
AB05AB0260,49.75255,-113.40351,2019-05-22 12:25:00,05AB,8.6,11.97,585.0,11.93,2019,5,930.1911011,2.844059706,12.0,0.227,9.8,46.4,0
AB07AD0100,53.36883,-117.72562,2019-06-05 07:45:00,07AD,7.99,10.54,191.1,8.18,2019,6,968.2740479,7.371900082,9.0,0.425,12.1,163.2,0
AB07DD0010,58.38278,-111.51778,2019-06-25 09:00:00,07DD,8.02,8.79,263.6,18.47,2019,6,221.0250397,1.331387877,10.0,0.538,13.8,34.1,0
AB07DD0010,58.38278,-111.51778,2019-06-25 09:00:00,07DD,8.02,8.79,263.6,18.47,2019,6,221.0250397,1.331387877,10.0,0.538,13.7,2.7,0
AB07BE0010,54.72222,-113.28611,2019-06-20 12:45:00,07BE,8.04,8.75,234.1,17.14,2019,6,510.3901062,1.253601551,10.0,0.493,13.9,110.3,0
AB07BD0010,54.43222,-114.48333,2019-06-19 10:45:00,07BD,8.03,8.81,238.8,16.46,2019,6,580.3129883,0.200420573,11.0,0.493,13.5,152.9,0
AB07DA0980,57.72361,-111.37917,2019-06-25 09:40:00,07DA,8.04,8.82,252.4,18.07,2019,6,223.291153,0.186179221,6.0,0.538,15.4,110.6,0
AB07CC0030,56.72028,-111.40556,2019-06-18 06:20:00,07CC,8.2,8.73,274.3,19.16,2019,6,240.5357361,2.6102705,10.0,0.493,14.8,111.5,0
AB05ED0100,53.88889,-110.92111,2019-06-13 12:30:00,05ED,7.92,7.49,635.3,19.27,2019,6,582.4170532,4.449137211,12.0,0.467,14.0,102.9,0
AB05DC0070,52.66389,-115.07611,2019-06-04 11:50:00,05DC,8.35,9.22,310.4,15.29,2019,6,881.742981,0.459929317,9.0,0.41,11.8,125.4,0
AB05DC0070,52.66389,-115.07611,2019-06-11 12:30:00,05DC,8.19,9.95,228.2,11.79,2019,6,881.742981,0.459929317,9.0,0.476,11.8,125.4,0
AB05DC0070,52.66389,-115.07611,2019-06-25 13:20:00,05DC,8.4,9.39,231.0,13.07,2019,6,881.742981,0.459929317,9.0,0.592,11.8,125.4,0
AB05FA0060,52.65881,-113.67508,2019-06-24 10:00:00,05FA,8.64,10.3,570.0,17.38,2019,6,804.4741211,0.64455384,12.0,0.592,13.3,99.4,0
AB05FA0340,52.93736,-112.84861,2019-06-24 12:15:00,05FA,8.14,7.93,1003.4,18.11,2019,6,683.4337158,0.636118114,12.0,0.572,13.9,103.2,0
AB05CA0045,51.80198,-114.66324,2019-06-03 10:55:00,05CA,8.3,9.56,309.0,16.64,2019,6,1105.551392,0.151217431,8.0,0.442,11.6,124.9,23
AB05AB0100,49.63926,-113.79526,2019-06-18 10:25:00,05AB,8.47,9.43,561.0,19.54,2019,6,1092.840088,1.027666211,8.0,0.539,14.3,59.4,0
AB06AD0130,54.25139,-110.02972,2019-06-19 11:40:00,06AD,8.42,7.4,468.4,20.68,2019,6,491.5502319,0.449382424,8.0,0.493,15.0,129.0,0
AB06AC0100,54.43044,-110.48254,2019-06-19 13:00:00,06AC,8.61,8.42,422.2,20.03,2019,6,505.0038147,1.72106564,11.0,0.493,15.0,129.0,0
AB06AD0060,54.355,-110.21444,2019-06-19 12:30:00,06AD,8.53,7.97,440.8,20.35,2019,6,494.412262,1.154949188,10.0,0.493,15.0,129.0,0
AB05AD0070,49.47882,-113.30135,2019-06-19 10:30:00,05AD,8.2,9.0,242.0,17.1,2019,6,980.2529907,1.081493616,12.0,0.539,14.1,46.4,0
AB05AD0240,49.7275,-113.17806,2019-06-18 13:20:00,05AD,8.41,8.69,262.0,20.69,2019,6,898.3754883,4.490865707,12.0,0.539,14.5,52.9,0
AB05CH0120,50.84222,-111.60417,2019-06-11 11:00:00,05CH,8.17,9.03,841.0,19.12,2019,6,637.9532471,0.785174131,7.0,0.278,16.0,19.5,0
AB05DC0021,52.36861,-116.29889,2019-06-05 10:15:00,05DC,7.88,10.59,309.5,6.15,2019,6,1289.550903,8.337956429,9.0,0.41,10.4,166.3,0
AB05DC0021,52.36861,-116.29889,2019-06-12 13:00:00,05DC,7.83,9.63,305.0,10.65,2019,6,1289.550903,8.337956429,9.0,0.476,10.4,166.3,0
AB05DC0021,52.36861,-116.29889,2019-06-26 11:20:00,05DC,8.39,10.47,289.5,6.43,2019,6,1289.550903,8.337956429,9.0,0.592,10.4,166.3,0
AB05CC0460,52.35664,-113.79567,2019-06-03 13:00:00,05CC,8.21,9.51,477.0,19.82,2019,6,844.72229,0.386448085,12.0,0.41,12.8,80.7,1
AB05BM0590,50.77313,-112.84547,2019-06-13 09:45:00,05BM,8.43,9.46,335.0,17.29,2019,6,812.2988281,1.346238852,8.0,0.38,14.4,60.0,0
AB05BH0010,51.18306,-114.48708,2019-06-11 10:25:00,05BH,8.07,10.56,265.0,10.61,2019,6,1120.670044,1.814611316,8.0,0.495,12.0,134.9,40
AB05BM0010,50.82575,-113.44211,2019-06-13 12:20:00,05BM,8.27,10.08,332.0,16.24,2019,6,909.9938965,1.647593737,12.0,0.38,14.2,32.5,0
AB05BN0010,50.04786,-111.59199,2019-06-10 12:00:00,05BN,8.33,9.62,342.0,16.84,2019,6,700.5982666,2.371221304,8.0,0.278,16.3,52.6,0
AB05DD0030,52.9125,-115.35556,2019-06-04 10:00:00,05DD,7.85,9.99,330.8,15.42,2019,6,901.1685791,17.25786209,9.0,0.41,11.8,125.4,16
AB05DD0030,52.9125,-115.35556,2019-06-11 10:00:00,05DD,8.05,9.28,319.0,13.9,2019,6,901.1685791,17.25786209,9.0,0.476,11.8,125.4,16
AB05DD0030,52.9125,-115.35556,2019-06-25 10:00:00,05DD,8.21,9.25,294.4,12.49,2019,6,901.1685791,17.25786209,9.0,0.592,11.8,125.4,16
AB05DB0010,52.34444,-114.93611,2019-06-04 13:25:00,05DB,8.11,9.65,397.6,11.78,2019,6,967.4539185,2.230130196,11.0,0.41,11.8,125.4,0
AB05DB0010,52.34444,-114.93611,2019-06-11 16:00:00,05DB,8.05,9.91,356.4,12.85,2019,6,967.4539185,2.230130196,11.0,0.476,11.8,125.4,0
AB05DB0010,52.34444,-114.93611,2019-06-25 15:35:00,05DB,7.72,9.45,349.0,11.96,2019,6,967.4539185,2.230130196,11.0,0.592,11.8,125.4,0
AB05BN0070,50.43056,-112.22778,2019-06-10 09:10:00,05BN,8.24,9.89,436.0,15.87,2019,6,743.7490845,1.661196709,7.0,0.38,16.1,23.5,0
AB05DF0030,53.33722,-113.8175,2019-06-10 11:00:00,05DF,7.92,9.64,788.0,12.7,2019,6,653.0944824,9.210365295,12.0,0.476,12.8,98.1,0
AB05BM0620,50.83456,-112.76286,2019-06-13 09:00:00,05BM,8.27,8.63,590.0,19.58,2019,6,823.2521973,5.082017899,12.0,0.38,14.4,60.0,0
AB05BM0585,50.76472,-113.12389,2019-06-13 11:00:00,05BM,8.42,12.19,1139.0,19.73,2019,6,850.7938232,2.547780275,12.0,0.38,14.2,32.5,0
AB05BJ0450,51.04483,-114.04194,2019-06-11 11:45:00,05BJ,8.36,11.54,365.0,14.24,2019,6,1040.355713,0.6929245,13.0,0.495,13.6,117.2,63
AB05AG0140,49.96502,-112.08198,2019-06-19 11:05:00,05AG,8.78,10.81,889.0,20.13,2019,6,742.4788818,4.60358572,8.0,0.427,15.8,27.6,0
AB05CA0015,51.73667,-114.65444,2019-06-03 09:30:00,05CA,8.3,9.19,271.0,13.29,2019,6,1115.195801,0.968437791,8.0,0.442,11.6,124.9,0
AB05BK0070,50.90524,-114.01095,2019-06-12 12:35:00,05BK,8.43,10.19,582.0,19.52,2019,6,996.562561,0.661587059,13.0,0.495,14.7,75.0,0
AB05BG0090,51.28261,-114.83739,2019-06-11 09:05:00,05BG,8.04,10.95,350.0,7.74,2019,6,1258.355103,5.491668701,9.0,0.495,11.9,72.5,0
AB05BL0490,50.78231,-113.82586,2019-06-12 11:25:00,05BL,8.37,9.92,330.0,16.85,2019,6,964.1889648,7.267912865,12.0,0.495,14.7,75.0,0
AB05BL0210,50.60126,-113.85801,2019-06-12 10:45:00,05BL,8.27,9.95,319.0,13.4,2019,6,1030.83728,1.431239724,12.0,0.495,13.5,40.5,12
AB05CA0090,51.92645,-114.68533,2019-06-03 11:30:00,05CA,8.36,9.35,264.0,15.38,2019,6,1073.328979,0.349916279,9.0,0.41,11.6,124.9,0
AB05BH0040,51.18386,-114.49894,2019-06-11 10:00:00,05BH,8.22,10.38,384.0,12.0,2019,6,1126.768921,2.931699038,8.0,0.495,12.0,134.9,40
AB05CE0690,51.49778,-112.84139,2019-06-05 11:20:00,05CE,8.27,8.3,1507.0,17.96,2019,6,688.6226807,0.451401502,12.0,0.305,15.6,64.9,0
AB05AC0190,50.13183,-113.13732,2019-06-17 10:40:00,05AC,8.91,12.46,466.0,20.67,2019,6,900.1089478,0.301615566,12.0,0.427,14.5,20.0,0
AB05AC0100,50.3531,-113.54371,2019-06-17 12:00:00,05AC,8.55,10.7,334.0,19.51,2019,6,968.0073242,2.200503826,12.0,0.427,14.4,34.3,0
AB05AC0175,50.22533,-113.39758,2019-06-17 10:00:00,05AC,8.43,11.25,466.0,16.24,2019,6,943.9644165,2.929008245,12.0,0.539,14.4,34.3,0
AB05AC0320,49.90167,-112.50667,2019-06-19 10:05:00,05AC,8.28,8.52,359.0,19.4,2019,6,769.3374023,0.632007778,8.0,0.427,15.3,25.7,0
AB05CB0270,52.02799,-114.14036,2019-06-03 11:30:00,05CB,8.26,9.61,336.0,19.09,2019,6,908.1798706,2.444368601,12.0,0.41,12.7,120.9,0
AB05CJ0030,50.84167,-111.93056,2019-06-11 11:50:00,05CJ,8.32,9.68,523.0,18.5,2019,6,698.5332031,0.413563311,8.0,0.38,15.2,41.2,0
AB05CC0100,52.08635,-114.12296,2019-06-03 12:00:00,05CC,8.23,9.57,389.0,20.42,2019,6,899.2254028,2.05106473,12.0,0.41,12.7,125.4,0
AB11AA0070,49.14541,-111.30734,2019-06-18 09:00:00,11AA,8.14,8.41,225.0,18.1,2019,6,881.9883423,0.03737447,5.0,0.306,15.6,20.5,0
AB11AA0280,49.09,-112.39833,2019-06-19 08:30:00,11AA,8.52,8.59,400.0,17.2,2019,6,1109.041992,0.702517629,5.0,0.427,14.5,19.1,0
AB11AA0150,49.14811,-112.16728,2019-06-18 11:30:00,11AA,8.16,8.22,213.0,17.8,2019,6,1061.836914,2.844055891,8.0,0.427,14.5,19.1,0
AB05DE0155,53.24778,-114.70639,2019-06-12 10:40:00,05DE,8.39,8.78,352.9,18.81,2019,6,739.3805542,0.838869512,10.0,0.476,12.7,190.3,6
AB05AC0160,50.252,-113.55347,2019-06-17 09:20:00,05AC,8.41,8.51,334.0,19.77,2019,6,984.7982788,0.530075252,12.0,0.539,14.4,34.3,5
AB05BN0130,50.22243,-112.09794,2019-06-10 10:20:00,05BN,8.2,9.71,456.0,15.69,2019,6,735.1934204,0.899481297,12.0,0.38,16.1,23.5,0
AB05DD0200,52.81917,-115.51306,2019-06-04 10:15:00,05DD,8.25,9.71,287.7,12.47,2019,6,925.3668823,2.678363085,9.0,0.41,10.4,166.3,0
AB05DD0200,52.81917,-115.51306,2019-06-11 11:15:00,05DD,8.15,10.26,210.5,10.17,2019,6,925.3668823,2.678363085,9.0,0.476,10.4,166.3,0
AB05DD0200,52.81917,-115.51306,2019-06-25 11:20:00,05DD,8.36,9.87,220.7,9.28,2019,6,925.3668823,2.678363085,9.0,0.592,10.4,166.3,0
AB11AA0270,49.02673,-112.96927,2019-06-19 09:30:00,11AA,8.24,9.38,146.0,14.3,2019,6,1255.405762,2.214713573,8.0,0.539,12.7,13.0,0
AB05DC0050,52.34808,-114.98176,2019-06-04 12:20:00,05DC,8.13,9.57,306.2,12.81,2019,6,964.1829834,3.627049446,9.0,0.41,11.8,125.4,0
AB05DF0010,53.36889,-113.75139,2019-06-10 14:30:00,05DF,8.18,9.72,313.0,13.7,2019,6,629.4031982,5.696750641,10.0,0.476,13.4,79.7,0
AB05EC0010,53.99092,-112.47592,2019-06-13 11:45:00,05EC,8.54,8.44,330.0,18.87,2019,6,563.9403687,3.655014753,12.0,0.467,13.9,130.2,0
AB05DC0025,52.45381,-115.75947,2019-06-05 11:50:00,05DC,8.68,9.87,295.0,9.93,2019,6,1124.740723,1.479706287,9.0,0.41,10.4,166.3,0
AB05DA0010,52.00167,-116.47306,2019-06-05 09:00:00,05DA,8.3,10.53,202.4,6.3,2019,6,1345.765015,0.853013396,8.0,0.41,10.4,166.3,0
AB05DA0010,52.00167,-116.47306,2019-06-12 12:00:00,05DA,7.75,9.96,220.1,9.65,2019,6,1345.765015,0.853013396,8.0,0.476,10.4,166.3,0
AB05DA0010,52.00167,-116.47306,2019-06-26 08:30:00,05DA,8.32,9.85,208.1,8.05,2019,6,1345.765015,0.853013396,8.0,0.592,10.4,166.3,0
AB05BH0370,51.04725,-114.01958,2019-06-04 09:00:00,05BH,8.12,7.53,1467.0,16.75,2019,6,1039.732056,1.713881373,13.0,0.442,13.6,117.2,63
AB05AD0010,49.7017,-112.86624,2019-06-19 07:45:00,05AD,8.48,7.98,298.0,19.62,2019,6,821.6375732,0.320869893,12.0,0.427,16.2,17.7,31
AB05AG0010,49.96166,-112.0847,2019-06-19 11:30:00,05AG,8.46,8.3,338.0,21.5,2019,6,730.2318115,6.907430649,8.0,0.427,15.8,27.6,0
AB05AA1595,49.55748,-113.82139,2019-06-18 11:00:00,05AA,8.21,10.49,279.0,8.38,2019,6,1038.801025,0.36166653,8.0,0.539,14.3,59.4,0
AB07HA0230,56.65639,-117.14667,2019-06-18 12:45:00,07HA,8.76,9.18,240.0,17.83,2019,6,295.2075195,0.64292568,9.0,0.427,14.2,50.6,0
AB07HF0010,58.40444,-116.12806,2019-06-19 13:45:00,07HF,8.48,8.63,253.0,19.05,2019,6,252.863327,0.007821891,12.0,0.427,14.8,63.1,0
AB07FD0135,56.09319,-117.56608,2019-06-11 14:00:00,07FD,8.17,11.22,245.0,13.05,2019,6,321.2747498,3.074247122,8.0,0.41,14.5,57.4,0
AB05AA0480,49.54628,-113.79454,2019-06-18 11:35:00,05AA,8.43,9.05,322.0,16.16,2019,6,1038.515015,1.410951257,8.0,0.539,14.3,59.4,0
AB05AA0440,49.48194,-113.96861,2019-06-18 09:40:00,05AA,8.36,9.42,291.0,12.18,2019,6,1164.126099,7.901593208,12.0,0.539,13.4,38.6,0
AB05BM0145,50.84501,-113.96185,2019-06-12 12:00:00,05BM,8.04,9.73,1065.0,18.52,2019,6,982.5825806,0.520932436,9.0,0.495,14.7,75.0,0
AB05DC0040,52.36833,-115.42028,2019-06-04 13:30:00,05DC,8.35,9.81,306.6,10.65,2019,6,1055.168457,6.556444168,9.0,0.41,11.8,125.4,0
AB05DC0040,52.36833,-115.42028,2019-06-11 14:45:00,05DC,7.96,10.05,275.9,9.81,2019,6,1055.168457,6.556444168,9.0,0.476,11.8,125.4,0
AB05DC0040,52.36833,-115.42028,2019-06-25 14:45:00,05DC,8.27,10.36,256.1,7.97,2019,6,1055.168457,6.556444168,9.0,0.592,11.8,125.4,0
AB05CB0070,52.08902,-114.47761,2019-06-03 12:25:00,05CB,8.36,9.52,494.0,15.99,2019,6,965.9175415,0.592109323,12.0,0.41,12.7,125.4,0
AB11AA0290,49.06717,-111.92243,2019-06-18 10:30:00,11AA,7.99,9.76,2569.0,18.5,2019,6,1005.892273,2.129700661,12.0,0.427,14.5,19.1,0
AB05CC0010,52.26722,-113.86361,2019-06-04 08:00:00,05CC,8.12,9.78,332.0,10.24,2019,6,864.8457031,1.969523072,12.0,0.41,12.8,80.7,12
AB05CD0375,51.65056,-112.90306,2019-06-05 09:15:00,05CD,8.39,9.27,345.0,16.02,2019,6,690.7446899,1.986792326,12.0,0.305,13.7,36.9,0
AB05CD0250,52.30548,-113.07658,2019-06-04 11:00:00,05CD,8.36,10.15,343.0,14.67,2019,6,748.2609253,3.251692772,12.0,0.41,13.8,149.2,0
AB05CA0050,51.79583,-114.635,2019-06-03 10:20:00,05CA,8.29,9.72,308.0,11.24,2019,6,1094.240356,0.29720214,8.0,0.442,11.6,124.9,10
AB05CJ0070,50.83861,-111.17667,2019-06-11 09:50:00,05CJ,8.24,9.05,406.0,18.13,2019,6,620.0371094,0.77273196,8.0,0.278,15.7,73.5,0
AB05EC0065,53.89667,-112.99556,2019-06-17 13:00:00,05EC,8.31,9.6,684.0,19.96,2019,6,597.2590942,1.01536572,9.0,0.517,11.4,94.0,0
AB05DE0015,53.05222,-115.05083,2019-06-12 11:50:00,05DE,8.69,9.32,255.2,17.82,2019,6,775.7210083,1.993286729,10.0,0.476,12.7,141.6,0
AB05DE0015,53.05222,-115.05083,2019-06-20 12:00:00,05DE,8.15,9.47,182.4,10.55,2019,6,775.7210083,1.993286729,10.0,0.517,12.7,141.6,0
AB05CE0100,51.41528,-112.62972,2019-06-05 12:00:00,05CE,8.43,9.72,1039.0,18.65,2019,6,676.1588135,0.660646439,12.0,0.305,15.6,64.9,0
AB05AH0020,50.02756,-110.63783,2019-06-11 06:40:00,05AH,8.05,8.23,872.0,15.52,2019,6,658.3436279,1.809375167,8.0,0.278,17.2,60.1,0
AB05AH0050,50.02964,-110.64606,2019-06-11 07:10:00,05AH,8.07,8.76,469.0,16.53,2019,6,658.0493164,0.251512021,8.0,0.278,17.2,60.1,0
AB05BL0470,50.71595,-113.86003,2019-06-12 09:50:00,05BL,8.38,10.22,344.0,13.71,2019,6,1006.582642,0.844795227,12.0,0.495,14.7,75.0,0
AB05BL1440,50.69683,-114.23583,2019-06-12 08:50:00,05BL,8.24,10.57,305.0,10.06,2019,6,1164.171631,2.187244892,10.0,0.495,12.6,58.0,0
AB05DA0025,52.05167,-116.39306,2019-06-12 10:20:00,05DA,8.01,10.95,232.5,7.39,2019,6,1337.332764,4.522583008,9.0,0.476,10.4,166.3,0
AB05DA0025,52.05167,-116.39306,2019-06-26 10:00:00,05DA,8.34,10.86,242.9,6.45,2019,6,1337.332764,4.522583008,9.0,0.592,10.4,166.3,0
AB07GJ0010,55.71556,-117.62194,2019-06-11 11:00:00,07GJ,8.16,10.96,273.0,13.06,2019,6,375.9607239,1.002419353,10.0,0.41,14.4,44.4,0
AB05AJ0060,50.04292,-110.72608,2019-06-10 13:15:00,05AJ,8.25,9.44,332.0,18.36,2019,6,656.0934448,1.23671627,8.0,0.278,17.2,60.1,47
AB05AK0990,50.10475,-110.69114,2019-06-11 08:00:00,05AK,8.23,8.91,337.0,16.93,2019,6,647.6986084,2.392420769,5.0,0.278,17.2,60.1,31
AB05AE0070,49.58889,-112.88056,2019-06-19 08:45:00,05AE,8.51,8.72,328.0,19.47,2019,6,846.6937256,1.446081042,8.0,0.427,15.1,47.0,0
AB05DF0020,53.31111,-114.05139,2019-06-10 12:20:00,05DF,8.25,9.42,709.6,15.33,2019,6,650.2253418,2.354493618,12.0,0.476,12.8,98.1,0
AB05DF0020,53.31111,-114.05139,2019-06-20 14:05:00,05DF,8.43,9.26,673.0,14.9,2019,6,650.2253418,2.354493618,12.0,0.517,12.8,98.1,0
AB05EA0025,53.83278,-113.28278,2019-06-13 15:40:00,05EA,9.02,14.04,779.0,22.86,2019,6,624.8803711,0.565884769,12.0,0.476,11.4,94.0,0
AB05CE0680,51.53266,-112.88884,2019-06-05 11:00:00,05CE,8.48,9.21,1502.0,18.25,2019,6,688.8858032,0.83265537,12.0,0.305,15.6,64.9,0
AB05DE2000,53.35194,-114.65972,2019-06-12 09:50:00,05DE,8.11,8.41,444.0,17.9,2019,6,722.1881104,0.508582652,12.0,0.476,12.7,190.3,0
AB05BN0065,50.14928,-111.66558,2019-06-10 11:15:00,05BN,8.09,9.09,507.0,16.04,2019,6,722.8248901,0.478637516,8.0,0.38,15.9,21.5,0
AB05EE0530,53.65127,-110.34401,2019-06-13 11:00:00,05EE,8.45,9.08,1029.0,19.54,2019,6,509.3190308,2.055208683,12.0,0.372,14.5,122.4,0
AB05BG0100,51.28283,-114.83731,2019-06-11 09:10:00,05BG,8.04,11.2,276.0,6.93,2019,6,1258.355103,5.491668701,9.0,0.495,11.9,72.5,0
