StationNumber,Latitude,Longitude,SampleDatetime,RiverSubBasinCode,100923 PH (FIELD) pH units,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,100925 TEMPERATURE WATER deg C,Year,Month,Elevation,Slope,LC_1km,LC_5km,NDVI,Temperature,Precipitation,RP_count
AB05ED0100,53.88889,-110.92111,2021-08-16 12:00:00,05ED,7.47,4.81,783.1,16.99,2021,8,582.4170532,4.449137211,9.0,12.0,0.443,16.8,47.4,0
AB05DC0070,52.66389,-115.07611,2021-08-11 11:30:00,05DC,8.33,8.62,375.3,19.26,2021,8,881.742981,0.459929317,9.0,9.0,0.448,14.3,87.6,52
AB05FA0060,52.65881,-113.67508,2021-08-17 10:15:00,05FA,8.18,4.85,423.9,19.6,2021,8,804.4741211,0.64455384,9.0,12.0,0.407,15.8,82.9,0
AB05FA0340,52.93736,-112.84861,2021-08-17 12:20:00,05FA,7.67,3.89,687.0,19.92,2021,8,683.4337158,0.636118114,11.0,12.0,0.329,16.2,51.3,0
AB05CA0045,51.80198,-114.66324,2021-08-03 11:15:00,05CA,8.04,10.12,465.0,19.46,2021,8,1105.551392,0.151217431,8.0,8.0,0.283,15.8,76.6,25
AB05AB0100,49.63926,-113.79526,2021-08-17 11:15:00,05AB,8.19,8.27,861.0,13.1,2021,8,1092.840088,1.027666211,8.0,8.0,0.325,17.1,81.1,0
AB06AD0130,54.25139,-110.02972,2021-08-19 10:50:00,06AD,8.18,8.51,355.1,17.76,2021,8,491.5502319,0.449382424,10.0,8.0,0.443,17.5,35.3,0
AB06AC0100,54.43044,-110.48254,2021-08-19 12:30:00,06AC,8.32,9.09,345.2,19.48,2021,8,505.0038147,1.72106564,8.0,11.0,0.443,17.5,35.3,0
AB06AD0060,54.355,-110.21444,2021-08-19 11:40:00,06AD,8.08,8.8,348.2,18.81,2021,8,494.412262,1.154949188,10.0,10.0,0.443,17.5,35.3,0
AB05AD0070,49.47882,-113.30135,2021-08-23 09:30:00,05AD,8.05,11.92,239.0,13.32,2021,8,980.2529907,1.081493616,8.0,12.0,0.35,17.6,63.0,0
AB05AD0240,49.7275,-113.17806,2021-08-23 08:30:00,05AD,8.11,10.34,304.0,14.0,2021,8,898.3754883,4.490865707,12.0,12.0,0.35,17.4,56.0,0
AB07AC0015,54.0121,-116.96656,2021-08-19 10:15:00,07AC,8.1,9.32,398.0,15.23,2021,8,864.2140503,1.843506694,8.0,9.0,0.443,14.6,81.8,0
AB05CH0120,50.84222,-111.60417,2021-08-12 13:00:00,05CH,9.15,18.77,602.0,22.35,2021,8,637.9532471,0.785174131,8.0,7.0,0.142,18.1,33.0,0
AB05DC0021,52.36861,-116.29889,2021-08-12 11:00:00,05DC,8.05,9.41,409.0,11.35,2021,8,1289.550903,8.337956429,9.0,9.0,0.448,13.3,120.7,0
AB05CC0460,52.35664,-113.79567,2021-08-04 13:30:00,05CC,8.82,9.71,436.0,24.94,2021,8,844.72229,0.386448085,11.0,12.0,0.412,15.9,62.2,1
AB05BM0590,50.77313,-112.84547,2021-08-12 09:50:00,05BM,8.52,8.69,337.0,18.5,2021,8,812.2988281,1.346238852,8.0,8.0,0.222,17.1,52.1,0
AB05BH0010,51.18306,-114.48708,2021-08-10 08:30:00,05BH,8.3,8.61,274.0,16.57,2021,8,1120.670044,1.814611316,8.0,8.0,0.315,15.1,49.3,40
AB05BM0010,50.82575,-113.44211,2021-08-12 12:30:00,05BM,8.58,9.58,340.0,18.81,2021,8,909.9938965,1.647593737,8.0,12.0,0.222,17.0,53.0,0
AB05BN0010,50.04786,-111.59199,2021-08-18 11:15:00,05BN,8.45,9.83,345.0,14.4,2021,8,700.5982666,2.371221304,7.0,8.0,0.147,18.5,47.8,0
AB05DD0030,52.9125,-115.35556,2021-08-11 10:30:00,05DD,8.13,8.95,303.4,19.93,2021,8,901.1685791,17.25786209,9.0,9.0,0.448,16.0,68.9,16
AB05DB0010,52.34444,-114.93611,2021-08-11 13:45:00,05DB,8.14,10.2,444.4,16.44,2021,8,967.4539185,2.230130196,12.0,11.0,0.448,14.3,87.6,0
AB05DA0015,52.17111,-116.48028,2021-08-12 10:15:00,05DA,7.92,9.96,265.0,9.03,2021,8,1320.257202,4.071202755,9.0,9.0,0.448,13.3,120.7,0
AB05DF0030,53.33722,-113.8175,2021-08-18 15:20:00,05DF,8.2,16.18,998.0,23.02,2021,8,653.0944824,9.210365295,12.0,12.0,0.407,15.9,48.3,0
AB05BJ0450,51.04483,-114.04194,2021-08-10 10:00:00,05BJ,8.3,8.54,402.0,17.78,2021,8,1040.355713,0.6929245,13.0,13.0,0.315,16.6,70.2,146
AB05AG0140,49.96502,-112.08198,2021-08-25 11:00:00,05AG,8.68,11.57,1017.0,14.93,2021,8,742.4788818,4.60358572,7.0,8.0,0.234,18.4,58.2,0
AB05CA0015,51.73667,-114.65444,2021-08-03 09:30:00,05CA,8.1,8.39,356.0,17.94,2021,8,1115.195801,0.968437791,8.0,8.0,0.283,15.8,76.6,0
AB05CA0090,51.92645,-114.68533,2021-08-03 12:00:00,05CA,8.27,8.54,385.0,21.68,2021,8,1073.328979,0.349916279,8.0,9.0,0.412,15.1,71.5,9
AB07BK0125,55.20667,-114.1225,2021-08-17 12:30:00,07BK,8.03,10.2,196.8,18.05,2021,8,561.3552856,1.418970466,10.0,9.0,0.383,15.9,67.6,0
AB07BK0125,55.20667,-114.1225,2021-08-17 12:30:00,07BK,8.03,10.2,196.8,18.05,2021,8,561.3552856,1.418970466,10.0,9.0,0.383,16.2,46.3,0
AB05AC0190,50.13183,-113.13732,2021-08-24 11:15:00,05AC,8.66,10.22,419.0,13.98,2021,8,900.1089478,0.301615566,12.0,12.0,0.234,17.3,48.1,0
AB05AC0100,50.3531,-113.54371,2021-08-24 09:20:00,05AC,8.17,9.53,360.0,13.02,2021,8,968.0073242,2.200503826,12.0,12.0,0.234,17.2,50.6,0
AB05AC0175,50.22533,-113.39758,2021-08-24 10:30:00,05AC,8.76,9.39,382.0,17.61,2021,8,943.9644165,2.929008245,8.0,12.0,0.35,17.2,50.6,0
AB05AC0320,49.90167,-112.50667,2021-08-25 12:30:00,05AC,8.49,10.11,347.0,16.04,2021,8,769.3374023,0.632007778,8.0,8.0,0.234,17.8,57.8,0
AB05CB0270,52.02799,-114.14036,2021-08-04 09:45:00,05CB,8.24,8.51,392.0,20.64,2021,8,908.1798706,2.444368601,12.0,12.0,0.412,15.7,98.1,0
AB05CJ0030,50.84167,-111.93056,2021-08-12 12:00:00,05CJ,8.3,9.22,517.0,19.39,2021,8,698.5332031,0.413563311,8.0,8.0,0.222,17.2,35.9,0
AB07AG0345,54.01297,-115.84156,2021-08-19 12:30:00,07AG,8.48,11.43,320.4,21.6,2021,8,728.62854,0.22421129,10.0,10.0,0.443,14.5,68.8,0
AB05CC0100,52.08635,-114.12296,2021-08-04 10:30:00,05CC,9.09,6.88,362.0,21.36,2021,8,899.2254028,2.05106473,12.0,12.0,0.412,15.7,98.1,0
AB07AA0007,52.864,-118.10589,2021-08-23 15:40:00,07AA,7.32,10.47,224.2,8.19,2021,8,1040.0,5.445439816,9.0,9.0,0.35,14.5,77.0,0
AB11AA0070,49.14541,-111.30734,2021-08-16 09:10:00,11AA,8.29,9.22,181.0,17.97,2021,8,881.9883423,0.03737447,5.0,5.0,0.147,18.4,40.5,0
AB11AA0280,49.09,-112.39833,2021-08-19 10:10:00,11AA,8.54,10.51,776.0,11.9,2021,8,1109.041992,0.702517629,5.0,5.0,0.221,17.4,44.2,0
AB11AA0150,49.14811,-112.16728,2021-08-19 09:00:00,11AA,8.46,10.03,155.0,12.71,2021,8,1061.836914,2.844055891,8.0,8.0,0.221,17.4,44.2,0
AB05DE0155,53.24778,-114.70639,2021-08-18 12:38:00,05DE,8.18,10.38,696.1,19.24,2021,8,739.3805542,0.838869512,10.0,10.0,0.407,16.1,44.1,6
AB05AC0160,50.252,-113.55347,2021-08-24 09:50:00,05AC,8.39,9.23,335.0,13.56,2021,8,984.7982788,0.530075252,12.0,12.0,0.35,17.2,50.6,5
AB05DD0200,52.81917,-115.51306,2021-08-11 10:15:00,05DD,8.27,8.64,376.6,17.51,2021,8,925.3668823,2.678363085,9.0,9.0,0.448,16.0,68.9,0
AB11AA0270,49.02673,-112.96927,2021-08-19 11:15:00,11AA,8.71,10.62,140.0,14.8,2021,8,1255.405762,2.214713573,8.0,8.0,0.325,16.2,66.9,0
AB05DC0050,52.34808,-114.98176,2021-08-11 13:00:00,05DC,8.12,9.62,245.9,16.32,2021,8,964.1829834,3.627049446,8.0,9.0,0.448,14.3,87.6,0
AB05DF0010,53.36889,-113.75139,2021-08-03 14:30:00,05DF,8.3,9.0,292.9,20.68,2021,8,629.4031982,5.696750641,12.0,10.0,0.412,15.3,45.3,0
AB05EC0010,53.99092,-112.47592,2021-08-05 10:55:00,05EC,8.41,8.42,319.5,22.36,2021,8,563.9403687,3.655014753,12.0,12.0,0.486,16.0,58.9,0
AB05DC0025,52.45381,-115.75947,2021-08-12 12:00:00,05DC,7.98,9.49,242.0,12.03,2021,8,1124.740723,1.479706287,8.0,9.0,0.448,13.3,120.7,0
AB05DA0010,52.00167,-116.47306,2021-08-12 07:35:00,05DA,8.05,9.98,135.0,7.81,2021,8,1345.765015,0.853013396,8.0,8.0,0.448,13.3,120.7,0
AB05AD0010,49.7017,-112.86624,2021-08-25 12:00:00,05AD,8.5,9.78,308.0,16.53,2021,8,821.6375732,0.320869893,8.0,12.0,0.234,17.8,38.3,23
AB05AG0010,49.96166,-112.0847,2021-08-25 10:20:00,05AG,8.7,10.45,329.0,15.42,2021,8,730.2318115,6.907430649,5.0,8.0,0.234,18.4,58.2,0
AB05AA1595,49.55748,-113.82139,2021-08-17 11:50:00,05AA,8.14,8.9,248.0,12.76,2021,8,1038.801025,0.36166653,8.0,8.0,0.325,17.1,81.1,0
AB07HA0230,56.65639,-117.14667,2021-08-10 12:45:00,07HA,8.28,9.28,227.0,17.09,2021,8,295.2075195,0.64292568,8.0,9.0,0.444,16.1,54.6,0
AB07HF0010,58.40444,-116.12806,2021-08-11 12:00:00,07HF,8.32,8.91,243.0,19.03,2021,8,252.863327,0.007821891,9.0,12.0,0.444,15.8,56.4,0
AB07FD0135,56.09319,-117.56608,2021-08-12 11:00:00,07FD,8.33,9.98,217.0,15.41,2021,8,321.2747498,3.074247122,8.0,8.0,0.444,16.0,43.4,0
AB07BC0025,54.44931,-113.99236,2021-08-17 11:10:00,07BC,8.2,9.84,421.0,18.32,2021,8,598.786499,0.701555371,12.0,12.0,0.443,13.5,13.8,0
AB05AA0480,49.54628,-113.79454,2021-08-17 10:30:00,05AA,8.25,8.3,358.0,15.21,2021,8,1038.515015,1.410951257,8.0,8.0,0.325,17.1,81.1,0
AB05AA0440,49.48194,-113.96861,2021-08-17 09:30:00,05AA,8.35,8.98,342.0,13.62,2021,8,1164.126099,7.901593208,8.0,12.0,0.325,16.1,92.2,0
AB05DC0040,52.36833,-115.42028,2021-08-11 13:10:00,05DC,8.22,9.0,481.0,16.17,2021,8,1055.168457,6.556444168,9.0,9.0,0.448,14.3,87.6,0
AB05CB0070,52.08902,-114.47761,2021-08-03 12:30:00,05CB,8.27,9.6,466.0,18.55,2021,8,965.9175415,0.592109323,12.0,12.0,0.412,15.1,71.5,0
AB05CC0010,52.26722,-113.86361,2021-08-04 11:30:00,05CC,8.48,11.67,333.0,23.46,2021,8,864.8457031,1.969523072,9.0,12.0,0.412,15.7,98.1,15
AB05CD0375,51.65056,-112.90306,2021-08-05 12:00:00,05CD,8.68,11.48,327.0,26.21,2021,8,690.7446899,1.986792326,7.0,12.0,0.215,17.1,7.9,0
AB05CD0250,52.30548,-113.07658,2021-08-05 10:00:00,05CD,8.57,9.96,317.0,22.48,2021,8,748.2609253,3.251692772,8.0,12.0,0.412,16.7,70.3,21
AB05CA0050,51.79583,-114.635,2021-08-03 10:00:00,05CA,8.09,9.11,334.0,15.07,2021,8,1094.240356,0.29720214,8.0,8.0,0.283,15.8,76.6,11
AB05CJ0070,50.83861,-111.17667,2021-08-12 14:00:00,05CJ,8.27,8.45,410.0,21.83,2021,8,620.0371094,0.77273196,8.0,8.0,0.142,18.4,46.8,0
AB05EC0065,53.89667,-112.99556,2021-08-16 14:25:00,05EC,8.51,9.68,659.7,21.1,2021,8,597.2590942,1.01536572,11.0,9.0,0.407,19.9,37.4,0
AB05DE0015,53.05222,-115.05083,2021-08-03 11:30:00,05DE,8.41,9.1,509.6,22.89,2021,8,775.7210083,1.993286729,9.0,10.0,0.412,16.0,68.9,0
AB05DE0015,53.05222,-115.05083,2021-08-18 10:00:00,05DE,8.16,10.56,514.0,13.89,2021,8,775.7210083,1.993286729,9.0,10.0,0.407,16.0,68.9,0
AB05DE0015,53.05222,-115.05083,2021-08-31 11:08:00,05DE,8.46,8.69,417.0,14.77,2021,8,775.7210083,1.993286729,9.0,10.0,0.355,16.0,68.9,0
AB05CE0100,51.41528,-112.62972,2021-08-09 13:00:00,05CE,8.43,9.13,469.0,20.57,2021,8,676.1588135,0.660646439,8.0,12.0,0.222,19.0,57.0,0
AB07AH0005,54.2012,-115.7796,2021-08-19 11:50:00,07AH,8.32,9.6,375.0,16.67,2021,8,734.8890381,0.414509088,10.0,10.0,0.443,14.5,68.8,13
AB05DA0025,52.05167,-116.39306,2021-08-12 08:50:00,05DA,7.99,10.32,238.0,8.58,2021,8,1337.332764,4.522583008,8.0,9.0,0.448,13.3,120.7,0
AB07GJ0010,55.71556,-117.62194,2021-08-12 12:45:00,07GJ,8.38,9.19,290.0,17.92,2021,8,375.9607239,1.002419353,12.0,10.0,0.444,15.7,71.1,0
AB05AJ0060,50.04292,-110.72608,2021-08-19 11:05:00,05AJ,8.52,10.35,329.0,16.08,2021,8,656.0934448,1.23671627,5.0,8.0,0.147,19.2,25.8,47
AB05AE0070,49.58889,-112.88056,2021-08-25 10:40:00,05AE,8.58,10.14,323.0,15.19,2021,8,846.6937256,1.446081042,8.0,8.0,0.234,17.9,35.6,0
AB05DF0020,53.31111,-114.05139,2021-08-03 13:30:00,05DF,8.28,8.1,741.4,26.08,2021,8,650.2253418,2.354493618,10.0,12.0,0.412,15.9,48.3,0
AB05DF0020,53.31111,-114.05139,2021-08-18 13:50:00,05DF,8.2,8.48,702.5,19.95,2021,8,650.2253418,2.354493618,10.0,12.0,0.407,15.9,48.3,0
AB05DF0020,53.31111,-114.05139,2021-08-31 13:10:00,05DF,8.3,7.24,733.7,17.57,2021,8,650.2253418,2.354493618,10.0,12.0,0.355,15.9,48.3,0
AB05EA0025,53.83278,-113.28278,2021-08-16 15:15:00,05EA,8.26,12.74,1072.3,22.82,2021,8,624.8803711,0.565884769,12.0,12.0,0.407,19.9,37.4,0
AB07AA0005,52.217,-117.2342,2021-08-23 14:20:00,07AA,7.84,10.94,121.0,1.89,2021,8,1945.055298,5.338360786,5.0,5.0,0.35,13.3,120.7,0
AB05CE0680,51.53266,-112.88884,2021-08-09 11:00:00,05CE,7.94,3.32,1356.0,20.5,2021,8,688.8858032,0.83265537,8.0,12.0,0.222,19.0,57.0,0
AB05DE2000,53.35194,-114.65972,2021-08-18 11:40:00,05DE,8.14,7.65,952.0,17.27,2021,8,722.1881104,0.508582652,12.0,12.0,0.407,16.1,44.1,0
AB05EE0530,53.65127,-110.34401,2021-08-16 10:50:00,05EE,8.48,7.52,936.2,21.35,2021,8,509.3190308,2.055208683,8.0,12.0,0.329,17.2,38.2,0
AB07GE0165,55.13667,-118.30833,2021-08-16 10:45:00,07GE,8.48,9.27,345.0,18.39,2021,8,487.345459,0.68732971,10.0,10.0,0.383,15.2,41.4,0
AB07GE0020,55.07194,-118.80472,2021-08-16 13:30:00,07GE,8.31,8.84,293.0,18.02,2021,8,521.3369751,0.863822103,10.0,10.0,0.383,16.0,56.2,7
AB05CC0225,52.27096,-113.8022,2021-08-05 08:40:00,05CC,7.56,2.51,759.0,18.37,2021,8,855.1530151,0.258586854,13.0,13.0,0.412,15.7,98.1,32
AB05AD0190,49.43028,-113.49583,2021-08-23 10:20:00,05AD,7.89,10.79,364.0,14.05,2021,8,1041.878418,4.099010468,8.0,12.0,0.35,17.6,63.0,0
AB05DF0840,53.3,-113.97972,2021-08-18 14:33:00,05DF,7.86,7.67,861.0,19.33,2021,8,689.203064,0.644878209,12.0,12.0,0.407,15.9,48.3,0
AB05DF0260,53.48361,-113.55444,2021-08-18 16:30:00,05DF,7.89,12.02,935.0,18.15,2021,8,626.4703369,1.999163032,11.0,13.0,0.407,18.2,38.3,22
AB05AB0260,49.75255,-113.40351,2021-08-25 13:45:00,05AB,8.55,9.82,445.0,17.34,2021,8,930.1911011,2.844059706,8.0,12.0,0.35,17.4,56.0,5
AB07AD0100,53.36883,-117.72562,2021-09-21 08:00:00,07AD,8.08,10.32,272.0,7.85,2021,9,968.2740479,7.371900082,9.0,9.0,0.306,10.5,12.8,0
AB07DD0010,58.38278,-111.51778,2021-09-08 08:00:00,07DD,8.01,9.06,312.9,17.13,2021,9,221.0250397,1.331387877,9.0,10.0,0.384,10.8,62.1,0
AB07DD0010,58.38278,-111.51778,2021-09-08 08:00:00,07DD,8.01,9.06,312.9,17.13,2021,9,221.0250397,1.331387877,9.0,10.0,0.384,10.7,60.9,0
AB07BE0010,54.72222,-113.28611,2021-09-29 12:45:00,07BE,8.25,10.2,298.0,12.08,2021,9,510.3901062,1.253601551,9.0,10.0,0.228,12.0,18.2,0
AB07BD0010,54.43222,-114.48333,2021-09-13 10:15:00,07BD,8.38,9.63,300.1,14.46,2021,9,580.3129883,0.200420573,10.0,11.0,0.356,11.8,10.8,0
AB07CC0030,56.72028,-111.40556,2021-09-07 15:00:00,07CC,8.21,9.16,223.8,18.43,2021,9,240.5357361,2.6102705,4.0,10.0,0.384,11.6,43.8,0
AB05ED0100,53.88889,-110.92111,2021-09-13 12:30:00,05ED,7.1,3.15,793.0,9.78,2021,9,582.4170532,4.449137211,9.0,12.0,0.356,12.0,8.8,0
AB05DC0070,52.66389,-115.07611,2021-09-21 13:05:00,05DC,8.04,10.26,362.0,9.94,2021,9,881.742981,0.459929317,9.0,9.0,0.31,10.5,27.1,52
AB05FA0060,52.65881,-113.67508,2021-09-20 09:30:00,05FA,8.31,8.71,474.1,11.75,2021,9,804.4741211,0.64455384,9.0,12.0,0.31,11.4,25.0,0
AB05FA0340,52.93736,-112.84861,2021-09-20 11:05:00,05FA,8.54,10.98,818.0,11.94,2021,9,683.4337158,0.636118114,11.0,12.0,0.212,11.9,24.2,0
AB05AB0100,49.63926,-113.79526,2021-09-21 11:55:00,05AB,8.47,10.35,799.0,12.69,2021,9,1092.840088,1.027666211,8.0,8.0,0.28,13.9,9.6,0
AB06AD0130,54.25139,-110.02972,2021-09-23 11:35:00,06AD,8.38,10.8,431.8,11.16,2021,9,491.5502319,0.449382424,10.0,8.0,0.306,12.6,21.0,0
AB06AC0100,54.43044,-110.48254,2021-09-23 13:15:00,06AC,8.39,10.73,383.2,11.04,2021,9,505.0038147,1.72106564,8.0,11.0,0.306,12.6,21.0,0
AB06AD0060,54.355,-110.21444,2021-09-23 12:25:00,06AD,8.43,10.97,409.2,11.08,2021,9,494.412262,1.154949188,10.0,10.0,0.306,12.6,21.0,0
AB05AD0070,49.47882,-113.30135,2021-09-20 09:15:00,05AD,8.22,10.73,361.0,9.81,2021,9,980.2529907,1.081493616,8.0,12.0,0.28,14.4,18.3,0
AB05AD0240,49.7275,-113.17806,2021-09-20 08:10:00,05AD,8.25,10.69,327.0,10.22,2021,9,898.3754883,4.490865707,12.0,12.0,0.28,14.0,10.5,0
AB07AC0015,54.0121,-116.96656,2021-09-29 11:00:00,07AC,8.12,10.83,407.1,8.75,2021,9,864.2140503,1.843506694,8.0,9.0,0.228,10.7,19.9,0
AB05DC0021,52.36861,-116.29889,2021-09-22 14:00:00,05DC,7.85,9.92,438.0,7.45,2021,9,1289.550903,8.337956429,9.0,9.0,0.31,9.6,35.1,0
AB05BM0590,50.77313,-112.84547,2021-09-08 10:40:00,05BM,8.48,9.03,360.0,16.26,2021,9,812.2988281,1.346238852,8.0,8.0,0.202,13.5,23.8,0
AB05BH0010,51.18306,-114.48708,2021-09-01 11:00:00,05BH,8.33,8.33,284.0,13.61,2021,9,1120.670044,1.814611316,8.0,8.0,0.34,10.9,12.8,40
AB05BM0010,50.82575,-113.44211,2021-09-09 10:55:00,05BM,8.5,9.76,366.0,15.17,2021,9,909.9938965,1.647593737,8.0,12.0,0.202,12.7,9.7,0
AB05BN0010,50.04786,-111.59199,2021-09-14 10:40:00,05BN,8.53,9.58,378.0,15.9,2021,9,700.5982666,2.371221304,7.0,8.0,0.138,14.9,13.4,0
AB05DD0030,52.9125,-115.35556,2021-09-21 10:15:00,05DD,7.89,10.15,318.7,12.21,2021,9,901.1685791,17.25786209,9.0,9.0,0.31,11.7,34.7,16
AB05DB0010,52.34444,-114.93611,2021-09-21 15:00:00,05DB,8.18,10.94,456.4,11.21,2021,9,967.4539185,2.230130196,12.0,11.0,0.31,10.5,27.1,0
AB05DA0015,52.17111,-116.48028,2021-09-22 13:15:00,05DA,7.77,10.03,362.0,7.25,2021,9,1320.257202,4.071202755,9.0,9.0,0.31,9.6,35.1,0
AB05BN0070,50.43056,-112.22778,2021-09-15 10:45:00,05BN,8.41,10.12,485.0,14.38,2021,9,743.7490845,1.661196709,8.0,7.0,0.198,14.3,9.0,0
AB05DF0030,53.33722,-113.8175,2021-09-20 10:30:00,05DF,7.86,10.01,952.4,10.06,2021,9,653.0944824,9.210365295,12.0,12.0,0.31,11.9,35.9,0
AB05BM0620,50.83456,-112.76286,2021-09-08 09:40:00,05BM,8.06,8.19,480.0,15.55,2021,9,823.2521973,5.082017899,8.0,12.0,0.202,13.5,23.8,0
AB05BJ0450,51.04483,-114.04194,2021-09-01 13:15:00,05BJ,8.32,10.06,397.0,15.38,2021,9,1040.355713,0.6929245,13.0,13.0,0.34,12.9,14.5,146
AB05AG0140,49.96502,-112.08198,2021-09-28 11:10:00,05AG,8.49,10.42,1272.0,13.39,2021,9,742.4788818,4.60358572,7.0,8.0,0.171,15.1,20.0,0
AB05BK0070,50.90524,-114.01095,2021-09-09 12:50:00,05BK,8.2,9.83,857.0,16.43,2021,9,996.562561,0.661587059,8.0,13.0,0.322,13.6,6.4,0
AB05BG0090,51.28261,-114.83739,2021-09-01 08:55:00,05BG,8.13,10.0,334.0,8.19,2021,9,1258.355103,5.491668701,9.0,9.0,0.34,11.8,22.2,0
AB05BL0490,50.78231,-113.82586,2021-09-09 09:50:00,05BL,8.42,9.51,389.0,15.21,2021,9,964.1889648,7.267912865,8.0,12.0,0.322,13.6,6.4,0
AB05BL0210,50.60126,-113.85801,2021-09-09 08:55:00,05BL,8.31,8.76,363.0,13.63,2021,9,1030.83728,1.431239724,12.0,12.0,0.322,12.8,4.0,48
AB05BH0040,51.18386,-114.49894,2021-09-01 10:20:00,05BH,8.25,9.79,373.0,12.02,2021,9,1126.768921,2.931699038,8.0,8.0,0.34,10.9,12.8,40
AB07BK0125,55.20667,-114.1225,2021-09-13 13:10:00,07BK,8.31,10.14,202.0,15.76,2021,9,561.3552856,1.418970466,10.0,9.0,0.331,11.5,31.0,0
AB07BK0125,55.20667,-114.1225,2021-09-13 13:10:00,07BK,8.31,10.14,202.0,15.76,2021,9,561.3552856,1.418970466,10.0,9.0,0.331,11.0,8.2,0
AB05AC0190,50.13183,-113.13732,2021-09-27 12:30:00,05AC,8.76,12.14,431.0,15.13,2021,9,900.1089478,0.301615566,12.0,12.0,0.171,13.3,11.9,0
AB05AC0100,50.3531,-113.54371,2021-09-27 10:25:00,05AC,8.23,9.66,383.0,12.89,2021,9,968.0073242,2.200503826,12.0,12.0,0.171,13.1,12.0,0
AB05AC0175,50.22533,-113.39758,2021-09-27 11:40:00,05AC,8.54,9.9,380.0,14.96,2021,9,943.9644165,2.929008245,8.0,12.0,0.244,13.1,12.0,0
AB05AC0320,49.90167,-112.50667,2021-09-28 12:20:00,05AC,8.56,10.5,347.0,13.9,2021,9,769.3374023,0.632007778,8.0,8.0,0.171,13.9,42.5,0
AB07AG0345,54.01297,-115.84156,2021-09-29 13:40:00,07AG,8.17,11.17,397.7,15.53,2021,9,728.62854,0.22421129,10.0,10.0,0.228,10.6,36.2,0
AB07AA0007,52.864,-118.10589,2021-09-20 15:20:00,07AA,7.7,10.85,216.0,6.69,2021,9,1040.0,5.445439816,9.0,9.0,0.28,10.5,48.4,0
AB11AA0070,49.14541,-111.30734,2021-09-16 09:30:00,11AA,8.19,10.93,251.0,11.62,2021,9,881.9883423,0.03737447,5.0,5.0,0.138,15.2,12.1,0
AB05DE0155,53.24778,-114.70639,2021-09-15 14:40:00,05DE,8.21,9.77,498.4,15.69,2021,9,739.3805542,0.838869512,10.0,10.0,0.329,11.8,77.2,6
AB05AC0160,50.252,-113.55347,2021-09-27 11:00:00,05AC,8.4,9.74,366.0,13.44,2021,9,984.7982788,0.530075252,12.0,12.0,0.244,13.1,12.0,5
AB05BN0130,50.22243,-112.09794,2021-09-15 12:15:00,05BN,8.29,10.27,418.0,13.88,2021,9,735.1934204,0.899481297,5.0,12.0,0.198,14.3,9.0,0
AB05DD0200,52.81917,-115.51306,2021-09-21 10:30:00,05DD,7.93,10.47,375.0,7.63,2021,9,925.3668823,2.678363085,9.0,9.0,0.31,11.7,34.7,0
AB05DC0050,52.34808,-114.98176,2021-09-21 13:55:00,05DC,8.0,9.73,251.7,12.24,2021,9,964.1829834,3.627049446,8.0,9.0,0.31,10.5,27.1,0
AB05DF0010,53.36889,-113.75139,2021-09-07 10:00:00,05DF,8.08,9.43,291.0,14.97,2021,9,629.4031982,5.696750641,12.0,10.0,0.346,11.2,19.3,0
AB05EC0010,53.99092,-112.47592,2021-09-15 11:45:00,05EC,8.45,9.71,316.0,15.04,2021,9,563.9403687,3.655014753,12.0,12.0,0.356,11.9,14.3,0
AB05DC0025,52.45381,-115.75947,2021-09-21 12:45:00,05DC,8.22,9.91,240.9,10.78,2021,9,1124.740723,1.479706287,8.0,9.0,0.31,9.6,35.1,0
AB05DA0010,52.00167,-116.47306,2021-09-22 08:45:00,05DA,7.33,10.04,221.2,6.45,2021,9,1345.765015,0.853013396,8.0,8.0,0.31,9.6,35.1,0
AB05BH0370,51.04725,-114.01958,2021-09-09 13:35:00,05BH,8.47,12.4,1287.0,15.8,2021,9,1039.732056,1.713881373,13.0,13.0,0.322,12.9,14.5,137
AB05AD0010,49.7017,-112.86624,2021-09-22 12:00:00,05AD,8.48,10.14,308.0,13.99,2021,9,821.6375732,0.320869893,8.0,12.0,0.191,14.6,13.1,23
AB05AG0010,49.96166,-112.0847,2021-09-28 10:25:00,05AG,8.51,9.69,362.0,14.45,2021,9,730.2318115,6.907430649,5.0,8.0,0.171,15.1,20.0,0
AB05AA1595,49.55748,-113.82139,2021-09-21 12:35:00,05AA,8.57,10.32,272.0,15.57,2021,9,1038.801025,0.36166653,8.0,8.0,0.28,13.9,9.6,0
AB07HA0230,56.65639,-117.14667,2021-09-16 11:00:00,07HA,8.29,10.01,239.0,12.47,2021,9,295.2075195,0.64292568,8.0,9.0,0.331,11.5,34.0,0
AB07HF0010,58.40444,-116.12806,2021-09-14 11:40:00,07HF,8.07,9.09,244.0,14.89,2021,9,252.863327,0.007821891,9.0,12.0,0.331,10.8,47.3,0
AB07FD0135,56.09319,-117.56608,2021-09-13 12:45:00,07FD,8.27,9.94,206.0,14.03,2021,9,321.2747498,3.074247122,8.0,8.0,0.331,11.6,16.4,0
AB07BC0025,54.44931,-113.99236,2021-09-13 11:45:00,07BC,8.2,9.18,222.0,15.72,2021,9,598.786499,0.701555371,12.0,12.0,0.356,10.5,19.0,0
